0.017700195,9.097209771,0.002655029
0.035909017,15.97699965,0.005386353
0.055541992,22.81542003,0.008331299
0.073343913,29.52145943,0.011001587
0.09165446,36.09511475,0.013748169
0.111083984,42.45364283,0.016662598
0.128885905,48.46467203,0.019332886
0.147196452,54.21092892,0.022079468
0.166727702,59.48143647,0.025009155
0.184427897,63.05164816,0.027664185
0.202738444,64.26791913,0.030410767
0.222269694,64.88019033,0.033340454
0.239969889,65.92270771,0.035995483
0.258178711,66.88248608,0.038726807
0.277608236,68.01601804,0.041641235
0.295206706,69.79905707,0.044281006
0.315144857,72.28123579,0.047271729
0.332946777,75.19780678,0.049942017
0.351053874,78.46601443,0.052658081
0.370483398,82.07759977,0.05557251
0.388285319,86.30145216,0.058242798
0.406595866,91.00518751,0.06098938
0.425923665,96.01506883,0.06388855
0.443522135,101.194566,0.06652832
0.462341309,106.4650694,0.069351196
0.481058757,111.7769423,0.072158813
0.499267578,117.1757003,0.074890137
0.5174764,122.7068341,0.07762146
0.536193848,128.2793457,0.080429077
0.554402669,133.8973562,0.0831604
0.574239095,139.4698678,0.086135864
0.59193929,144.955486,0.088790894
0.610249837,150.4452503,0.091537476
0.629577637,155.9722629,0.094436646
0.647277832,161.5033884,0.097091675
0.665486654,167.0345305,0.099822998
0.684712728,172.5201653,0.102706909
0.703023275,178.0512908,0.105453491
0.721232096,183.363172,0.108184814
0.739949544,188.7205605,0.110992432
0.758158366,194.1606714,0.113723755
0.777994792,199.604945,0.116699219
0.795694987,205.0905632,0.119354248
0.813903809,210.5348368,0.122085571
0.833129883,215.9335865,0.124969482
0.850931803,221.4192047,0.127639771
0.86924235,226.9503468,0.130386353
0.88857015,232.4359816,0.133285522
0.90616862,237.9257459,0.135925293
0.925089518,243.5437565,0.138763428
0.943908691,249.1576376,0.141586304
0.962015788,254.7756481,0.144302368
0.980326335,260.4350365,0.14704895
0.999043783,266.1399156,0.149856567
1.01776123,271.8903186,0.152664185
1.03729248,277.6820827,0.155593872
1.054382324,283.4283396,0.158157349
1.073099772,289.2201038,0.160964966
1.092427572,295.011868,0.163864136
1.110229492,300.7581249,0.166534424
1.128438314,306.549889,0.169265747
1.147766113,312.3416532,0.172164917
1.165974935,318.1334174,0.17489624
1.184285482,323.9251816,0.177642822
1.20300293,329.7169457,0.180450439
1.221211751,335.5501043,0.183181763
1.241048177,341.3418685,0.186157227
1.258138021,347.1791399,0.188720703
1.276957194,353.0122653,0.191543579
1.296284993,358.8040295,0.194442749
1.313883464,364.637188,0.19708252
1.332092285,370.3006893,0.199813843
1.351420085,375.9600777,0.202713013
1.369628906,381.4043347,0.205444336
1.387939453,386.5424457,0.208190918
1.406758626,391.3330828,0.211013794
1.424967448,395.9044423,0.213745117
1.444803874,400.3434261,0.216720581
1.461893717,404.8320301,0.219284058
1.480712891,409.5316194,0.222106934
1.50004069,414.4546322,0.225006104
1.51763916,419.5472359,0.227645874
1.535847982,424.7722486,0.230377197
1.555175781,430.1709983,0.233276367
1.572875977,435.5738941,0.235931396
1.591593424,441.014005,0.238739014
1.610412598,446.590671,0.24156189
1.628723145,452.1631577,0.244308472
1.646931966,457.7811849,0.247039795
1.665649414,463.4860806,0.249847412
1.683858236,469.1868302,0.252578735
1.703898112,474.8503314,0.255584717
1.720987956,480.5097198,0.258148193
1.739705404,486.2146155,0.260955811
1.759033203,491.9195112,0.26385498
1.776835124,497.5788996,0.266525269
1.795043945,503.1968936,0.269256592
1.814371745,508.7694134,0.272155762
1.83207194,514.2591777,0.274810791
1.852010091,519.6579274,0.277801514
1.869710286,524.4485313,0.280456543
1.887919108,527.8449935,0.283187866
1.90612793,530.629197,0.285919189
1.924845378,533.5043819,0.288726807
1.943664551,536.6402055,0.291549683
1.963094076,539.9042919,0.294464111
1.980183919,543.3007542,0.297027588
1.998901367,546.6971833,0.299835205
2.018229167,550.1805472,0.302734375
2.036031087,553.7093852,0.305404663
2.054239909,557.3209788,0.308135986
2.073567708,561.0235207,0.311035156
2.09177653,564.7261289,0.313766479
2.111206055,568.4701315,0.316680908
2.12890625,572.2595751,0.319335938
2.147115072,576.1773146,0.322067261
2.166951497,580.0081526,0.325042725
2.184041341,583.8844978,0.327606201
2.202860514,587.8476783,0.330429077
2.222086589,591.7654179,0.333312988
2.239786784,595.7741721,0.335968018
2.257995605,599.778747,0.338699341
2.277323405,603.7833219,0.341598511
2.295532227,607.7920761,0.344329834
2.314961751,611.7511438,0.347244263
2.332560221,615.7598979,0.349884033
2.350769043,619.7230785,0.352615356
2.370707194,623.6408181,0.355606079
2.387797038,627.5585577,0.358169556
2.406514486,631.5217382,0.360977173
2.425842285,635.3525761,0.363876343
