strain,stress,displacement,ture_strain,ture_stress
1.6104125980000001,446.590671,0.24156189,1.5975830105725768,453.78262342727675
1.628723145,452.16315769999994,0.244308472,1.615601732195842,459.5276437026227
1.646931966,457.78118489999997,0.247039795,1.6335171299238869,465.32052956845166
1.665649414,463.4860806,0.249847412,1.651929613721818,471.20613378548546
1.6838582359999998,469.18683020000003,0.252578735,1.669838505913478,477.08727128255003
1.7038981119999999,474.85033139999996,0.255584717,1.689544585005646,482.9412972315503
1.7209879559999999,480.50971979999997,0.258148193,1.706346702357688,488.7792342051673
1.739705404,486.21461550000004,0.26095581100000004,1.7247457825374437,494.6733174408913
1.7590332030000002,491.9195112,0.26385498,1.7437412801905714,500.57253873404323
1.776835124,497.5788996,0.266525269,1.761233942483193,506.4200562577055
1.795043945,503.19689360000007,0.269256592,1.7791232709423552,512.229498969995
1.814371745,508.76941339999996,0.27215576199999997,1.798108444091207,518.0003818839318
1.83207194,514.2591777,0.274810791,1.815491703748745,523.6807757935164
1.852010091,519.6579274000001,0.27780151399999997,1.8350692287716943,529.2820446541295
1.8697102859999999,524.4485313,0.280456543,1.8524460651853931,534.2541994344921
1.8879191080000002,527.8449935,0.283187866,1.8703190862866057,537.8102799929078
1.90612793,530.629197,0.28591918899999996,1.8881889135098417,540.7436683287517
1.924845378,533.5043819,0.288726807,1.9065545698660247,543.7735163364296
1.943664551,536.6402055,0.291549683,1.925016639422528,547.070690940717
1.963094076,539.9042919,0.29446411100000003,1.9440739038208583,550.5031210703586
1.9801839190000001,543.3007542,0.297027588,1.9608333118366654,554.0591083664741
1.998901367,546.6971833,0.299835205,1.9791856326408377,557.6251207703342
2.018229167,550.1805472,0.302734375,1.9981328651670813,561.2844514747507
2.036031087,553.7093852,0.305404663,2.0155810870498168,564.9830804143086
2.054239909,557.3209787999999,0.30813598600000003,2.0334249773631194,568.7696887677389
2.073567708,561.0235207000001,0.31103515600000003,2.052361935814195,572.6567232595199
2.09177653,564.7261288999999,0.313766479,2.07019926478523,576.5389375231077
2.111206055,568.4701315000001,0.316680908,2.0892288840519577,580.4717073370945
2.12890625,572.2595751,0.319335938,2.10656161545771,584.4424449605273
2.147115072,576.1773146,0.322067261,2.1243892801345488,588.5485045632215
2.166951497,580.0081526,0.325042725,2.143806861503684,592.5766479454877
2.184041341,583.8844978,0.32760620100000004,2.160532832640421,596.6367766156422
2.202860514,587.8476783,0.330429077,2.178948076359443,600.7971426877365
2.222086589,591.7654179,0.33331298800000003,2.1977579871155903,604.9149578894958
2.239786784,595.7741721,0.335968018,2.2150719192949455,609.1182432691812
2.257995605,599.778747,0.33869934100000004,2.2328802503539813,613.321724746984
2.277323405,603.7833218999999,0.341598511,2.2517794802288824,617.533420805115
2.295532227,607.7920761,0.344329834,2.2695812770428767,621.7441390800279
2.314961751,611.7511437999999,0.347244263,2.2885729950927742,625.912948790275
2.332560221,615.7598978999999,0.349884033,2.305771805880982,630.1228683352855
2.350769043,619.7230785,0.352615356,2.3235639945399416,634.2913367817047
2.370707194,623.6408180999999,0.35560607899999996,2.3430423135023997,638.4255158394171
2.387797038,627.5585577,0.358169556,2.3597349965279757,642.5433823524762
2.406514486,631.5217382000001,0.360977173,2.378014262111891,646.7194003120221
2.425842285,635.3525761,0.363876343,2.396886084281054,650.7652275498706
2.443440755,639.1875932999999,0.366516113,2.4140662781902136,654.8057634555958
2.4617513019999997,642.9729239,0.369262695,2.4319384920320513,658.8013182256157
2.481079102,646.7209731,0.372161865,2.4508001423949377,662.7666320118351
2.498677572,650.4649757,0.374801636,2.467971077055798,666.7179981615311
2.518513997,654.0765693,0.3777771,2.48732206407313,670.5495792489179
2.536214193,657.7377831,0.380432129,2.5045859391373173,674.4194221077058
2.55452474,661.3493103999999,0.383178711,2.5224419838752725,678.2436421519873
2.573852539,664.919576,0.386077881,2.541286572141001,682.0336253891841
2.591451009,668.4897752999999,0.388717651,2.558441977795687,685.8133603270736
2.610270182,671.9730728,0.391540527,2.5767840978749237,689.5133855503675
2.629699707,675.4564368,0.394454956,2.5957175688441048,693.2189127394422
2.646789551,678.8984062999999,0.39701843299999995,2.61236813033924,696.8674183798538
2.665608724,682.2493613,0.399841309,2.6307003627916545,700.4354597942471
2.6848347980000002,685.6458235,0.40272522,2.6494254979571097,704.0542811603616
2.7026367189999996,689.0008914,0.40539550799999996,2.666760460906016,707.6220824852137
2.72084554,692.3518462999999,0.408126831,2.6844885422796354,711.1896706311611
2.74017334,695.6614069,0.41102600100000003,2.7033026221108103,714.7237353085427
2.758382161,698.9709675,0.413757324,2.7210242270177156,718.2512579780891
2.777811686,702.2805944,0.416671753,2.7399304105897837,721.7886268197535
2.795511882,705.590155,0.419326782,2.757150734449449,725.3150116212472
2.813720703,708.8583875,0.422058105,2.7748628000203017,728.8036827040395
2.833557129,712.0810464,0.425033569,2.794154498184898,732.258269654525
2.850646973,715.2996587,0.42759704600000004,2.810772054320466,735.6903267686108
2.869466146,718.6092193,0.430419922,2.829067954285898,739.2294675698485
2.888895671,721.8774517999999,0.433334351,2.847953723871303,742.7317382549752
2.9059855139999997,725.1870124,0.435897827,2.8645623420652018,746.2608419297534
2.924906413,728.4510657000001,0.43873596200000003,2.8829472393720668,749.7575776362263
2.944234212,731.7192982,0.44163513200000004,2.9017240205818298,753.2628281134108
2.9619344080000003,734.9833514999999,0.444290161,2.9189165079776473,756.7530762811501
2.980041504,738.2060767,0.447006226,2.93650116595372,760.2049241707101
2.999572754,741.4701299999999,0.44993591299999997,2.9554654213523888,763.7110659985283
3.0171712239999997,744.6928552999999,0.452575684,2.972549925944585,767.1615138372955
3.037109375,747.9610878,0.45556640600000003,2.9919022548593284,770.6774841189257
3.054911296,751.1382394,0.458236694,3.009177956253608,774.0848463240061
3.073018392,754.3154574,0.460952759,3.026746750617371,777.495710139601
3.0923461910000003,757.4967882,0.463851929,3.045496552841152,780.92121127685
3.110148112,760.6740062000001,0.466522217,3.062762998724269,784.3320944423043
3.1283569339999997,763.855337,0.46925354,3.0804210224218704,787.7514584007686
3.147684733,767.032555,0.47215271,3.099160764468856,791.1763216308748
3.165384928,770.2097066,0.474807739,3.116319343004393,794.5898085667095
3.1841023760000002,773.3910375,0.477615356,3.1344608448766555,798.0165999008086
3.2028198239999996,776.526861,0.480422974,3.1525990562049606,801.3976172427929
3.221232096,779.6585717,0.48318481399999996,3.170438326268293,804.7731838508156
3.239339193,782.7943953,0.485900879,3.187978815411923,808.1517609475602
3.2581583660000004,785.9302187999999,0.488723755,3.206205838281042,811.5370699747543
3.276367188,789.1074368,0.491455078,3.223838553197178,814.961493937383
3.296407064,792.2432603999999,0.49446106,3.2432407964360963,818.3588231998895
3.3134969080000003,795.4245912,0.497024536,3.259783898882228,821.7809604348837
3.332214355,798.6473165,0.49983215299999995,3.2778993941778065,825.2599570262353
3.351542155,801.8244681,0.502731323,3.296602170228237,828.697953157476
3.3693440760000004,805.0016860000001,0.505401611,3.3138253172150565,832.1249626189413
3.387552897,808.1375096,0.508132935,3.331439066805661,835.5135952181985
3.406880697,811.2278259,0.511032104,3.350131833066698,838.8653901092798
3.424479167,814.2768141,0.513671875,3.3671490494637113,842.1615539605658
3.443400065,817.4126377,0.51651001,3.385441785990041,845.5594249978799
3.462117513,820.4160522999999,0.5193176270000001,3.4035345350575184,848.8198201261415
3.480326335,823.4236461,0.52204895,3.4211324929325633,852.0814761038355
3.5002644860000003,826.3815535,0.525039673,3.440398213435721,855.3070935360156
3.517354329,829.34364,0.5276031489999999,3.4569087337833535,858.5145944238262
3.536071777,832.2602193,0.530410767,3.474988558303039,861.6895380258655
3.5553995769999998,835.1809115,0.5333099370000001,3.493654512945933,864.8749300946557
3.573099772,838.1388852000001,0.535964966,3.510745541074578,868.0864237961247
3.591206868,840.9726757000001,0.53868103,3.528226444363178,871.1737441877419
3.610636393,843.8023532999999,0.541595459,3.546980645340509,874.2689881532402
3.6282348630000003,846.7603269,0.544235229,3.563964399339577,877.4827802866384
3.646952311,849.7224135,0.547042847,3.5820248804864887,880.7113846962233
3.665771484,852.6389928,0.5498657229999999,3.6001802283177176,883.8947898595272
3.6840820310000004,855.6010130000001,0.552612305,3.6178417281810495,887.122056176987
3.702290853,858.5175923,0.5553436279999999,3.6354020160568457,890.3024105911188
3.7211100260000003,861.3927772,0.558166504,3.6535476765482673,893.446150195629
3.7398274739999997,864.3093564999999,0.560974121,3.671591987227988,896.6330352747394
3.7592569989999998,867.2259357,0.56388855,3.6903193229231164,899.8271873849454
3.7763468419999997,870.0597926,0.566452026,3.706788634908463,902.9162681013618
3.795166016,872.9307982,0.5692749020000001,3.724921348586236,906.0599711964841
3.814493815,875.8060495,0.572174072,3.7435407125133033,909.2136170895734
3.83219401,878.5943327,0.574829102,3.7605890894734686,912.2637720899288
3.850911458,881.4240103,0.577636719,3.778614097341601,915.3668685062058
3.8696289060000004,884.2992615000001,0.580444336,3.7966358567861445,918.5183613385486
3.887837728,887.1289392000001,0.583175659,3.814164778698455,921.6190727942239
3.9060465489999996,889.9131095,0.585906982,3.8316906275557985,924.6735298027234
3.924763997,892.7882944,0.5887146,3.8497028250749508,927.8281279480416
3.942972819,895.5766438999999,0.591445923,3.8672224482021336,930.8889875422893
3.96291097,898.4063215,0.594436646,3.886402425889869,934.0093641698969
3.98050944,901.2359991000001,0.597076416,3.9033286359207704,937.1097831208538
3.998819987,904.0656767999999,0.5998229979999999,3.920936681006565,940.2176357794851
4.018147786,906.8540263,0.602722168,3.939519587259398,943.2927612800253
4.035847982,909.5968686000001,0.605377197,3.956534589521065,946.3068154657285
4.05456543,912.3396445000001,0.608184814,3.97452431595158,949.331052330082
4.073384603,915.0410924,0.61100769,3.9926085502394786,952.3142353689447
4.091593424,917.697033,0.613739014,4.010103155930634,955.2454644544712
4.109802246,920.3529735999999,0.616470337,4.02759470250535,958.1776607801404
4.1285196939999995,923.0089142,0.619277954,4.045571651105441,961.1155190001227
4.1467285160000005,925.7062492,0.6220092770000001,4.063056995334172,964.0927742099705
4.166564941,928.4076971000001,0.624984741,4.082101795337835,967.0904067169142
4.183654785,931.0636377000001,0.6275482179999999,4.098506715918957,970.0161261300312
4.202575684,933.7650856,0.630386353,4.116666168210415,973.0072700331074
4.221903483,936.4623542000002,0.633285522,4.1352127411779005,975.9988909489538
4.239501953,939.1182948999999,0.635925293,4.152096892951704,978.9322333532657
4.258321126,941.8197427000001,0.638748169,4.170149045989264,981.925451772233
4.277038574,944.4301761,0.641555786,4.18810038822416,984.8238190362931
4.295247396000001,947.0447222999999,0.644287109,4.205560830738453,987.722636073546
4.313456217,949.7006629000001,0.647018433,4.2230182241557594,990.6655851867503
4.3322753910000005,952.3152754,0.649841309,4.241057581017763,993.5721957208882
4.350484212,954.8843144,0.652572632,4.2585087792680065,996.4264057408363
4.370320638,957.4533533,0.655548096,4.277516396715616,999.297134798493
4.387410482,960.1092938999999,0.658111572,4.293889293610486,1002.2332296992247
4.40612793,962.6783992000001,0.660919189,4.311818438537567,1005.095241023228
4.425455728999999,965.2474381000001,0.663818359,4.330328856087001,1007.9640361484222
4.443155924,967.8578714,0.666473389,4.347277496576631,1010.8613057490094
4.4618733719999994,970.4724176000001,0.6692810060000001,4.365197072867502,1013.7736679834991
4.480692546,972.9960156,0.672103882,4.3832108021124006,1016.5929755438663
4.498799642,975.6105618999999,0.674819946,4.400539867137604,1019.5013263660712
4.517008464,978.1796007999999,0.67755127,4.4179632593786735,1022.3640561612574
4.535827637,980.7900341,0.6803741459999999,4.435967485871672,1025.2769795276495
4.554545085,983.3591393999999,0.683181763,4.453871177759846,1028.1466747514407
4.5739746089999995,985.9736856000001,0.686096191,4.472452597533999,1031.0718716307656
4.591064453,988.4972172,0.688659668,4.488793611419172,1033.8797615577635
4.609883626,991.0249280999999,0.6914825440000001,4.506785091117127,1036.71002399006
4.629211426,993.6353614,0.694381714,4.525259458969032,1039.632843082705
4.6470133460000005,996.2044004,0.6970520020000001,4.542272304133204,1042.4981518400273
4.665222168000001,998.7321113,0.699783325,4.5596710214143314,1045.325183155302
4.684549967,1001.255643,0.702682495,4.578135621454547,1048.159963893742
4.702758789,1003.7833539999999,0.7054138179999999,4.595528100639719,1050.9888639027538
4.721069336,1006.352459,0.7081604,4.613014694415227,1053.863056353931
4.739786784,1008.9670050000001,0.710968018,4.6308867191901975,1056.7898897579107
4.757995605,1011.6229460000001,0.713699341,4.648270025913752,1059.7559213098516
4.777933757,1014.2333789999999,0.7166900629999999,4.66730079750588,1062.6927779900027
4.7950235999999995,1016.7610900000001,0.71925354,4.68361000385903,1065.5150242211173
4.813741048,1019.3301289999999,0.7220611570000001,4.701469417401398,1068.3980418343044
4.833068848,1021.9405619999999,0.724960327,4.719907856855208,1071.331652947098
4.850667318,1024.468273,0.7276000979999999,4.7366935841253195,1074.16182070169
4.868977865,1026.991805,0.73034668,4.754155512434954,1076.9958086608142
4.888203938999999,1029.519516,0.733230591,4.772487255728308,1079.8445295338859
4.905904134,1032.001653,0.73588562,4.789361128121181,1082.6306647574754
4.924723307,1034.483857,0.738708496,4.807298617304685,1085.4293246128316
4.94354248,1036.96606,0.7415313720000001,4.8252328895300405,1088.2289176792822
4.961751302,1039.489592,0.744262695,4.842582449150577,1091.0664803652144
4.979960124,1042.0131900000001,0.7469940190000001,4.859928999221038,1093.9050313488203
4.998677572,1044.4953269999999,0.7498016359999999,4.87775695377391,1096.706280651337
5.01739502,1046.977531,0.7526092529999999,4.895581730533653,1099.508529500913
5.036824544,1049.41834,0.7555236820000001,4.914081262793223,1102.2757005183573
5.054423014,1051.855036,0.758163452,4.93083443099582,1105.020239013502
5.072631836,1054.2958449999999,0.760894775,4.94816568047111,1107.776391679095
5.091959635,1056.732542,0.763793945,4.966558692271252,1110.5409364885493
5.109558105,1059.1278439999999,0.766433716,4.983303071884046,1113.2445965954137
5.128479004,1061.523146,0.769271851,5.001302573126792,1115.9631376652103
5.147196452,1063.9184480000001,0.7720794679999999,5.019105343712443,1118.6804206076295
5.165405273,1066.3551439999999,0.7748107909999999,5.036421301858705,1121.4367088370827
5.183614095,1068.663544,0.7775421140000001,5.053734263050729,1124.0589380949107
5.202433268,1071.0175179999999,0.78036499,5.071624397197998,1126.7364896625397
5.221150716,1073.408641,0.783172607,5.089414654064627,1129.4529239451774
5.240580241,1075.717107,0.786087036,5.1078783671271895,1132.0909251584987
5.257670085,1078.112409,0.788650513,5.124115883601628,1134.796002610666
5.276489258,1080.466317,0.7914733890000001,5.14199343193758,1137.4770061528131
5.295817057,1082.816178,0.794372559,5.160350830773652,1140.1601418504795
5.313618978,1085.165972,0.797042847,5.177255981252705,1142.8275570309902
5.331827799,1087.51988,0.79977417,5.194544578109622,1145.5045672814915
5.351155599,1089.8283470000001,0.80267334,5.212892334290471,1148.1467576099797
5.369364421,1092.136747,0.805404663,5.230174772700933,1150.7775489220849
5.388793945,1094.441034,0.8083190920000001,5.248612515947204,1153.4182061717875
5.406392415,1096.749501,0.810958862,5.265309737876014,1156.0440828336143
5.424601237,1099.103408,0.813690186,5.282583120436946,1158.725385066277
5.444539388,1101.366368,0.8166809079999999,5.301493569827815,1161.330693711945
5.461629232000001,1103.6747679999999,0.819244385,5.31769968096171,1163.953391755296
5.48034668,1105.937727,0.8220520020000001,5.335446218101314,1166.5469485045119
5.499674478999999,1108.246127,0.824951172,5.353768141616057,1169.1960564111248
5.517272949,1110.554594,0.827590942,5.3704478161685545,1171.8269221986386
5.535481771000001,1112.817487,0.8303222659999999,5.3877030489366335,1174.4172961373854
5.55480957,1115.171461,0.833221436,5.40601540137239,1177.1171120375368
5.5725097660000005,1117.475748,0.835876465,5.422782720824122,1179.7471931899818
5.592447917,1119.829656,0.8388671879999999,5.441666678918313,1182.4555462709204
5.610148112,1122.092549,0.8415222170000001,5.4584280212258784,1185.043602952616
5.628356934,1124.401082,0.84425354,5.475668080789021,1187.6863882647183
5.6481933589999995,1126.663975,0.847229004,5.494445768166784,1190.3001348141954
5.6652832029999995,1128.93098,0.84979248,5.510620641928081,1192.8881171834032
5.684102376,1131.194006,0.8526153559999999,5.528429232190312,1195.4922313722157
5.703328451,1133.456899,0.855499268,5.546619599496257,1198.1016688004895
5.721028646000001,1135.678398,0.858154297,5.563363360985585,1200.6508844760137
5.739237467000001,1137.900029,0.86088562,5.580585339733389,1203.2068138013717
5.758565267000001,1140.162922,0.86378479,5.59886240909672,1205.8199480135042
5.7762654620000005,1142.3844210000002,0.8664398190000001,5.615597426190891,1208.371577753492
5.79498291,1144.6060519999999,0.8692474370000001,5.633291180132273,1210.9357771002256
5.813700357999999,1146.914452,0.872055054,5.6509818039382,1213.5926216018777
5.83211263,1149.135951,0.874816895,5.66838094053015,1216.1548539341418
5.850321452,1151.353469,0.8775482179999999,5.685584845165756,1218.711347985253
5.8690389000000005,1153.533573,0.880355835,5.7032662211321865,1221.23490712393
5.8872477210000005,1155.751092,0.8830871579999999,5.720464124755665,1223.7930218242025
5.907287598,1157.931196,0.88609314,5.739388009670478,1226.3335219346811
5.924377441,1160.1073199999998,0.8886566159999999,5.755523315063963,1228.8364563574696
5.943196615,1162.241917,0.891479492,5.7732883497875065,1231.3162392692552
5.962422688999999,1164.3766460000002,0.894363403,5.791434233899408,1233.8017033265214
5.980122884,1166.50713,0.897018433,5.808137057764527,1236.2656898246216
5.99995931,1168.687367,0.8999938959999999,5.826852425597749,1238.8081334811102
6.017659505,1170.817851,0.9026489259999999,5.843549335165976,1241.2736826969383
6.035868327,1172.998088,0.905380249,5.860723132962153,1243.7987080699077
6.054077147999999,1175.174079,0.908111572,5.877893980928516,1246.3200243659583
6.0727945960000005,1177.350203,0.910919189,5.895541389665285,1248.848262503779
6.091003418,1179.530307,0.913650513,5.912706261538,1251.3755383157159
6.110839844,1181.660924,0.916625977,5.931402070917277,1253.8703305647707
6.128540039,1183.795654,0.919281006,5.9480815345029665,1256.345044635332
6.146850586,1185.930251,0.922027588,5.9653332253292,1258.8276115831447
6.166178385,1188.06498,0.924926758,5.983540114606855,1261.3231859965147
6.183776855,1190.1954640000001,0.927566528,6.000115083996797,1263.794495632092
6.2037150070000004,1192.375701,0.930557251,6.018890344143976,1266.3472913027585
6.221313477000001,1194.551692,0.9331970209999999,6.03545945576499,1268.8684974041273
6.239522298,1196.727816,0.935928345,6.0526003287905255,1271.3979149256884
6.25773112,1198.903808,0.938659668,6.06973826516541,1273.9279846920813
6.276550293,1201.038537,0.9414825440000001,6.087447571093906,1276.4223248131163
6.294759115,1203.173134,0.944213867,6.104579536922441,1278.909984521696
6.31459554,1205.307864,0.9471893309999999,6.1232395108354,1281.4181806234135
6.331685384,1207.4838550000002,0.949752808,6.139313005243607,1283.937933761195
6.350606282999999,1209.618585,0.952590942,6.157105646936162,1286.4366988593456
6.369934082,1211.794576,0.955490112,6.175277657048609,1288.9850917004514
6.387532552000001,1213.929306,0.958129883,6.191820879073725,1291.4694355790177
6.405741374,1216.1509369999999,0.9608612059999999,6.208934974560395,1294.0544207416976
6.425069173,1218.326928,0.963760376,6.22709756953756,1296.605275877286
6.443277995,1220.3747560000002,0.9664916990000001,6.244205629318781,1299.006894109883
6.461486816,1222.463846,0.969223022,6.261310761804258,1301.4531862396568
6.48030599,1224.598575,0.972045898,6.278986177983491,1303.9563098091796
6.498413086,1226.6877980000002,0.974761963,6.295989844943451,1306.4030383895974
6.518249512000001,1228.776887,0.977737427,6.314614140165613,1308.8716304404463
6.535441081,1230.824715,0.980316162,6.330752390565743,1311.264539059211
6.5541585289999995,1232.9139369999998,0.983123779,6.348320069215861,1313.721070957115
6.5734863279999995,1234.916258,0.9860229490000001,6.366457368172017,1316.093309381879
6.591288249,1236.963953,0.988693237,6.383159866112136,1318.4958126784547
6.60949707,1238.920767,0.991424561,6.400241248825654,1320.8071987944866
6.62882487,1240.9272,0.99432373,6.418369134917695,1323.1860908521949
6.647033691,1242.929521,0.997055054,6.435444504973253,1325.5474650162548
6.666463216,1244.977349,0.999969482,6.453661378575213,1327.973306018617
6.684061686000001,1247.020931,1.002609253,6.470158614799966,1330.3725792653715
6.702372232999999,1249.068759,1.005355835,6.487320480911757,1332.7859966742938
6.722208659,1251.0710800000002,1.008331299,6.505909179527633,1335.170688470005
6.739298503,1253.0734,1.010894775,6.52192128799976,1337.521756887691
6.758015951,1255.0343269999998,1.013702393,6.539455417734216,1339.8497470091854
6.77734375,1257.0366470000001,1.016601563,6.557558086144589,1342.2303416306643
6.79494222,1258.997573,1.0192413329999999,6.5740381925964915,1344.5457306365522
6.813151042,1260.954387,1.021972656,6.591087005463129,1346.8651139570352
6.832478841,1262.873919,1.024871826,6.609180330436184,1349.1595123041823
6.8506876629999995,1264.8307320000001,1.0276031490000002,6.626223153548523,1351.4803349149565
6.870117187999999,1266.704757,1.030517578,6.644405309531957,1353.7288582318704
6.887817383,1268.620176,1.033172607,6.660966280778223,1356.000417006773
6.906026204,1270.535594,1.035903931,6.678000280203589,1358.2791150527871
6.92586263,1272.409619,1.038879395,6.696553570982671,1360.5349613028463
6.942952474,1274.238136,1.0414428709999999,6.712535184784647,1362.7078841880634
6.9616699220000005,1276.108048,1.0442504879999999,6.7300359267864875,1364.9464781498375
6.9809977210000005,1277.936565,1.047149658,6.748104131007287,1367.1492874784758
6.998697917,1279.810723,1.049804688,6.764647939977199,1369.380809412144
7.016906737999999,1281.63924,1.052536011,6.7816642889236025,1371.570670188412
